record_type,entity_id,snapshot_date,student_no,citizen_id,email,mobile,student_name,level,faculty_or_school,program_id,program_name,discipline_cluster,campus,year_of_study,admission_channel,status,gpa,credit_earned,is_international,fact_category,metric_or_item,value,unit,year_or_as_of,doc_title,doc_section,doc_text,doc_type,batch_date,source_system,protection_classification,required_action,task_hint,source_url,source_row_no,behavior_profile,teamwork_style,learning_preference,career_interest,expected_salary_thb,salary_expectation_note,internship_interest,mock_interview_note,rag_document_title,rag_document_text,rag_keywords,rag_sample_question,rag_expected_answer_hint
student,SK0028,2026-06-28,TU202300028,5-2036-51732-64-7,lalida.sriwilai28@student.tu.ac.th,084-516-1316,Lalida Sriwilai,Undergraduate,Faculty of Engineering,TU-ENG-UG,Engineering,STEM,Rangsit,4,TCAS Portfolio,Active,3.16,98,False,,,,,,,,,,,synthetic_public_training_extract,,,"Use for batch ingestion, quality summary, deduplication, modeling, RAG, and student analytics.",https://www.topuniversities.com/universities/thammasat-university,28,Detail-oriented; checks edge cases and reconciles numbers.,Good at dividing tasks and helping others unblock issues.,Hands-on coding and debugging,Data Engineer / AI Engineer,37500,Mock salary expectation for workshop scenario; not official salary data.,Analytics product development,"Lalida Sriwilai is suitable for a mock discussion about data engineer / ai engineer, with behavior focus on: detail-oriented.",Student mock profile - Lalida Sriwilai,"Lalida Sriwilai is a Undergraduate student in Engineering under Faculty of Engineering at Rangsit campus. The current academic status is Active, year of study is 4, GPA is 3.16, and credits earned are 98. The student behavior profile is: Detail-oriented; checks edge cases and reconciles numbers. The teamwork style is: Good at dividing tasks and helping others unblock issues. Learning preference is Hands-on coding and debugging. Career interest is Data Engineer / AI Engineer. Expected salary is 37,500 THB. Internship interest is Analytics product development. This is synthetic workshop-safe data prepared for RAG demo, student analytics, profile search, and question answering.",Engineering; Faculty of Engineering; STEM; Rangsit; Data Engineer / AI Engineer; Analytics product development; Hands-on coding and debugging,What is Lalida Sriwilai's career interest and expected salary?,"Lalida Sriwilai's career interest is Data Engineer / AI Engineer and the mock expected salary is 37,500 THB."
student,SK0029,2026-06-28,TU202500029,6-2073-59651-77-7,warin.lertchai29@student.tu.ac.th,087-563-2613,Warin Lertchai,Undergraduate,Faculty of Public Health,TU-PH-UG,Public Health,Health,Rangsit,1,TCAS Quota,Active,3.31,79,False,,,,,,,,,,,synthetic_public_training_extract,,,"Use for batch ingestion, quality summary, deduplication, modeling, RAG, and student analytics.",https://www.topuniversities.com/universities/thammasat-university,29,Business-focused; explains technical output in simple language.,Learns quickly through examples and short team discussions.,Architecture diagram and walkthrough,Health Data Analyst,33000,Mock salary expectation for workshop scenario; not official salary data.,University data service,"Warin Lertchai is suitable for a mock discussion about health data analyst, with behavior focus on: business-focused.",Student mock profile - Warin Lertchai,"Warin Lertchai is a Undergraduate student in Public Health under Faculty of Public Health at Rangsit campus. The current academic status is Active, year of study is 1, GPA is 3.31, and credits earned are 79. The student behavior profile is: Business-focused; explains technical output in simple language. The teamwork style is: Learns quickly through examples and short team discussions. Learning preference is Architecture diagram and walkthrough. Career interest is Health Data Analyst. Expected salary is 33,000 THB. Internship interest is University data service. This is synthetic workshop-safe data prepared for RAG demo, student analytics, profile search, and question answering.",Public Health; Faculty of Public Health; Health; Rangsit; Health Data Analyst; University data service; Architecture diagram and walkthrough,What is Warin Lertchai's career interest and expected salary?,"Warin Lertchai's career interest is Health Data Analyst and the mock expected salary is 33,000 THB."
student,SK0030,2026-06-28,TU202400030,7-2110-67570-90-7,issara.sriwilai30@student.tu.ac.th,080-610-3910,Issara Sriwilai,Postgraduate,Faculty of Public Health,TU-PH-PG,Global Health,Health,Rangsit,1,International Admission,Active,3.47,32,False,,,,,,,,,,,synthetic_public_training_extract,,,"Use for batch ingestion, quality summary, deduplication, modeling, RAG, and student analytics.",https://www.topuniversities.com/universities/thammasat-university,30,Independent and reliable; documents progress clearly.,Works best with clear acceptance criteria and shared task board.,Business case discussion,Health Data Analyst,39000,Mock salary expectation for workshop scenario; not official salary data.,Customer or student analytics,"Issara Sriwilai is suitable for a mock discussion about health data analyst, with behavior focus on: independent and reliable.",Student mock profile - Issara Sriwilai,"Issara Sriwilai is a Postgraduate student in Global Health under Faculty of Public Health at Rangsit campus. The current academic status is Active, year of study is 1, GPA is 3.47, and credits earned are 32. The student behavior profile is: Independent and reliable; documents progress clearly. The teamwork style is: Works best with clear acceptance criteria and shared task board. Learning preference is Business case discussion. Career interest is Health Data Analyst. Expected salary is 39,000 THB. Internship interest is Customer or student analytics. This is synthetic workshop-safe data prepared for RAG demo, student analytics, profile search, and question answering.",Global Health; Faculty of Public Health; Health; Rangsit; Health Data Analyst; Customer or student analytics; Business case discussion,What is Issara Sriwilai's career interest and expected salary?,"Issara Sriwilai's career interest is Health Data Analyst and the mock expected salary is 39,000 THB."
student,SK0031,2026-06-28,TU202200031,8-2147-75489-03-7,chalisa.sriwilai31@student.tu.ac.th,083-657-5207,Chalisa Sriwilai,Undergraduate,Faculty of Commerce and Accountancy,TU-COM-UG,Accounting / Business Analytics,Business,Rangsit,1,TCAS Portfolio,Active,3.36,91,False,,,,,,,,,,,synthetic_public_training_extract,,,"Use for batch ingestion, quality summary, deduplication, modeling, RAG, and student analytics.",https://www.topuniversities.com/universities/thammasat-university,31,Presentation-friendly; turns findings into a clear story.,Good bridge between business questions and technical work.,Peer review and feedback,Data Analyst / BI Analyst,37500,Mock salary expectation for workshop scenario; not official salary data.,Banking data platform,"Chalisa Sriwilai is suitable for a mock discussion about data analyst / bi analyst, with behavior focus on: presentation-friendly.",Student mock profile - Chalisa Sriwilai,"Chalisa Sriwilai is a Undergraduate student in Accounting / Business Analytics under Faculty of Commerce and Accountancy at Rangsit campus. The current academic status is Active, year of study is 1, GPA is 3.36, and credits earned are 91. The student behavior profile is: Presentation-friendly; turns findings into a clear story. The teamwork style is: Good bridge between business questions and technical work. Learning preference is Peer review and feedback. Career interest is Data Analyst / BI Analyst. Expected salary is 37,500 THB. Internship interest is Banking data platform. This is synthetic workshop-safe data prepared for RAG demo, student analytics, profile search, and question answering.",Accounting / Business Analytics; Faculty of Commerce and Accountancy; Business; Rangsit; Data Analyst / BI Analyst; Banking data platform; Peer review and feedback,What is Chalisa Sriwilai's career interest and expected salary?,"Chalisa Sriwilai's career interest is Data Analyst / BI Analyst and the mock expected salary is 37,500 THB."
student,SK0032,2026-06-28,TU202300032,1-2184-83408-16-9,fah.intaraprasit32@student.tu.ac.th,086-704-6504,Fah Intaraprasit,Undergraduate,Faculty of Law,TU-LAW-UG,Law,Law,Tha Phra Chan,2,Graduate Admission,Active,3.19,22,False,,,,,,,,,,,synthetic_public_training_extract,,,"Use for batch ingestion, quality summary, deduplication, modeling, RAG, and student analytics.",https://www.topuniversities.com/universities/thammasat-university,32,Problem-solving oriented; stays calm when data is incomplete.,Comfortable presenting findings and explaining trade-offs.,Step-by-step implementation,Data Governance / Policy Analyst,32000,Mock salary expectation for workshop scenario; not official salary data.,AI application prototype,"Fah Intaraprasit is suitable for a mock discussion about data governance / policy analyst, with behavior focus on: problem-solving oriented.",Student mock profile - Fah Intaraprasit,"Fah Intaraprasit is a Undergraduate student in Law under Faculty of Law at Tha Phra Chan campus. The current academic status is Active, year of study is 2, GPA is 3.19, and credits earned are 22. The student behavior profile is: Problem-solving oriented; stays calm when data is incomplete. The teamwork style is: Comfortable presenting findings and explaining trade-offs. Learning preference is Step-by-step implementation. Career interest is Data Governance / Policy Analyst. Expected salary is 32,000 THB. Internship interest is AI application prototype. This is synthetic workshop-safe data prepared for RAG demo, student analytics, profile search, and question answering.",Law; Faculty of Law; Law; Tha Phra Chan; Data Governance / Policy Analyst; AI application prototype; Step-by-step implementation,What is Fah Intaraprasit's career interest and expected salary?,"Fah Intaraprasit's career interest is Data Governance / Policy Analyst and the mock expected salary is 32,000 THB."
student,SK0033,2026-06-28,TU202200033,2-2221-91327-29-9,danai.kittisak33@student.tu.ac.th,089-751-7801,Danai Kittisak,Undergraduate,Faculty of Journalism and Mass Communication,TU-JC-UG,Media and Digital Communication,Communication,Rangsit,4,Graduate Admission,Active,3.68,136,False,,,,,,,,,,,synthetic_public_training_extract,,,"Use for batch ingestion, quality summary, deduplication, modeling, RAG, and student analytics.",https://www.topuniversities.com/universities/thammasat-university,33,Analytical and structured; validates assumptions before deciding.,"Prefers prototype-first learning, then improves the design.",Visual dashboard and demo,Digital Analytics / Product Analyst,38000,Mock salary expectation for workshop scenario; not official salary data.,Business intelligence dashboard,"Danai Kittisak is suitable for a mock discussion about digital analytics / product analyst, with behavior focus on: analytical and structured.",Student mock profile - Danai Kittisak,"Danai Kittisak is a Undergraduate student in Media and Digital Communication under Faculty of Journalism and Mass Communication at Rangsit campus. The current academic status is Active, year of study is 4, GPA is 3.68, and credits earned are 136. The student behavior profile is: Analytical and structured; validates assumptions before deciding. The teamwork style is: Prefers prototype-first learning, then improves the design. Learning preference is Visual dashboard and demo. Career interest is Digital Analytics / Product Analyst. Expected salary is 38,000 THB. Internship interest is Business intelligence dashboard. This is synthetic workshop-safe data prepared for RAG demo, student analytics, profile search, and question answering.",Media and Digital Communication; Faculty of Journalism and Mass Communication; Communication; Rangsit; Digital Analytics / Product Analyst; Business intelligence dashboard; Visual dashboard and demo,What is Danai Kittisak's career interest and expected salary?,"Danai Kittisak's career interest is Digital Analytics / Product Analyst and the mock expected salary is 38,000 THB."
student,SK0034,2026-06-28,TU202400034,3-2258-99246-42-9,fah.lertchai34@student.tu.ac.th,082-798-9098,Fah Lertchai,Postgraduate,School of Global Studies,TU-SGS-PG,Social Innovation and Sustainability,Interdisciplinary,Rangsit,2,TCAS Quota,Graduated,2.81,11,False,,,,,,,,,,,synthetic_public_training_extract,,,"Use for batch ingestion, quality summary, deduplication, modeling, RAG, and student analytics.",https://www.topuniversities.com/universities/thammasat-university,34,Collaborative and supportive; helps teammates organize work.,"Strong at documentation, meeting notes, and decision tracking.",Experiment-based learning,Data Product / Social Impact Analyst,37500,Mock salary expectation for workshop scenario; not official salary data.,Data governance and quality,"Fah Lertchai is suitable for a mock discussion about data product / social impact analyst, with behavior focus on: collaborative and supportive.",Student mock profile - Fah Lertchai,"Fah Lertchai is a Postgraduate student in Social Innovation and Sustainability under School of Global Studies at Rangsit campus. The current academic status is Graduated, year of study is 2, GPA is 2.81, and credits earned are 11. The student behavior profile is: Collaborative and supportive; helps teammates organize work. The teamwork style is: Strong at documentation, meeting notes, and decision tracking. Learning preference is Experiment-based learning. Career interest is Data Product / Social Impact Analyst. Expected salary is 37,500 THB. Internship interest is Data governance and quality. This is synthetic workshop-safe data prepared for RAG demo, student analytics, profile search, and question answering.",Social Innovation and Sustainability; School of Global Studies; Interdisciplinary; Rangsit; Data Product / Social Impact Analyst; Data governance and quality; Experiment-based learning,What is Fah Lertchai's career interest and expected salary?,"Fah Lertchai's career interest is Data Product / Social Impact Analyst and the mock expected salary is 37,500 THB."
student,SK0035,2026-06-28,TU202200035,4-2295-17165-55-9,jintana.la-or35@student.tu.ac.th,085-845-1395,Jintana La-or,Undergraduate,Faculty of Public Health,TU-PH-UG,Public Health,Health,Rangsit,3,TCAS Portfolio,Active,4.0,53,False,,,,,,,,,,,synthetic_public_training_extract,,,"Use for batch ingestion, quality summary, deduplication, modeling, RAG, and student analytics.",https://www.topuniversities.com/universities/thammasat-university,35,Curious and experimental; likes to test different solution ideas.,"Good at QA review, output checking, and peer feedback.",Documentation and checklist,Health Data Analyst,33500,Mock salary expectation for workshop scenario; not official salary data.,Cloud data engineering,"Jintana La-or is suitable for a mock discussion about health data analyst, with behavior focus on: curious and experimental.",Student mock profile - Jintana La-or,"Jintana La-or is a Undergraduate student in Public Health under Faculty of Public Health at Rangsit campus. The current academic status is Active, year of study is 3, GPA is 4.00, and credits earned are 53. The student behavior profile is: Curious and experimental; likes to test different solution ideas. The teamwork style is: Good at QA review, output checking, and peer feedback. Learning preference is Documentation and checklist. Career interest is Health Data Analyst. Expected salary is 33,500 THB. Internship interest is Cloud data engineering. This is synthetic workshop-safe data prepared for RAG demo, student analytics, profile search, and question answering.",Public Health; Faculty of Public Health; Health; Rangsit; Health Data Analyst; Cloud data engineering; Documentation and checklist,What is Jintana La-or's career interest and expected salary?,"Jintana La-or's career interest is Health Data Analyst and the mock expected salary is 33,500 THB."
student,SK0036,2026-06-28,TU202400036,5-2332-25084-68-9,pattarapon.charoen36@student.tu.ac.th,088-892-2692,Pattarapon Charoen,Undergraduate,Faculty of Engineering,TU-ENG-UG,Engineering,STEM,Rangsit,2,TCAS Admission,Active,3.65,19,False,,,,,,,,,,,synthetic_public_training_extract,,,"Use for batch ingestion, quality summary, deduplication, modeling, RAG, and student analytics.",https://www.topuniversities.com/universities/thammasat-university,36,Detail-oriented; checks edge cases and reconciles numbers.,Good at dividing tasks and helping others unblock issues.,Hands-on coding and debugging,Data Engineer / AI Engineer,36500,Mock salary expectation for workshop scenario; not official salary data.,Analytics product development,"Pattarapon Charoen is suitable for a mock discussion about data engineer / ai engineer, with behavior focus on: detail-oriented.",Student mock profile - Pattarapon Charoen,"Pattarapon Charoen is a Undergraduate student in Engineering under Faculty of Engineering at Rangsit campus. The current academic status is Active, year of study is 2, GPA is 3.65, and credits earned are 19. The student behavior profile is: Detail-oriented; checks edge cases and reconciles numbers. The teamwork style is: Good at dividing tasks and helping others unblock issues. Learning preference is Hands-on coding and debugging. Career interest is Data Engineer / AI Engineer. Expected salary is 36,500 THB. Internship interest is Analytics product development. This is synthetic workshop-safe data prepared for RAG demo, student analytics, profile search, and question answering.",Engineering; Faculty of Engineering; STEM; Rangsit; Data Engineer / AI Engineer; Analytics product development; Hands-on coding and debugging,What is Pattarapon Charoen's career interest and expected salary?,"Pattarapon Charoen's career interest is Data Engineer / AI Engineer and the mock expected salary is 36,500 THB."
student,SK0037,2026-06-28,TU202500037,6-2369-33003-81-9,lalida.sangthong37@student.tu.ac.th,081-939-3989,Lalida Sangthong,Undergraduate,Faculty of Science and Technology,TU-SCI-UG,Computer Science / Data Science,STEM,Rangsit,3,TCAS Portfolio,Active,2.32,137,False,,,,,,,,,,,synthetic_public_training_extract,,,"Use for batch ingestion, quality summary, deduplication, modeling, RAG, and student analytics.",https://www.topuniversities.com/universities/thammasat-university,37,Business-focused; explains technical output in simple language.,Learns quickly through examples and short team discussions.,Architecture diagram and walkthrough,Data Engineer / AI Engineer,37000,Mock salary expectation for workshop scenario; not official salary data.,University data service,"Lalida Sangthong is suitable for a mock discussion about data engineer / ai engineer, with behavior focus on: business-focused.",Student mock profile - Lalida Sangthong,"Lalida Sangthong is a Undergraduate student in Computer Science / Data Science under Faculty of Science and Technology at Rangsit campus. The current academic status is Active, year of study is 3, GPA is 2.32, and credits earned are 137. The student behavior profile is: Business-focused; explains technical output in simple language. The teamwork style is: Learns quickly through examples and short team discussions. Learning preference is Architecture diagram and walkthrough. Career interest is Data Engineer / AI Engineer. Expected salary is 37,000 THB. Internship interest is University data service. This is synthetic workshop-safe data prepared for RAG demo, student analytics, profile search, and question answering.",Computer Science / Data Science; Faculty of Science and Technology; STEM; Rangsit; Data Engineer / AI Engineer; University data service; Architecture diagram and walkthrough,What is Lalida Sangthong's career interest and expected salary?,"Lalida Sangthong's career interest is Data Engineer / AI Engineer and the mock expected salary is 37,000 THB."
student,SK0038,2026-06-28,TU202200038,7-2406-40922-94-9,kawin.chaiyaporn38@student.tu.ac.th,084-986-5286,Kawin Chaiyaporn,Undergraduate,Faculty of Engineering,TU-ENG-UG,Engineering,STEM,Rangsit,1,TCAS Admission,Active,3.42,33,False,,,,,,,,,,,synthetic_public_training_extract,,,"Use for batch ingestion, quality summary, deduplication, modeling, RAG, and student analytics.",https://www.topuniversities.com/universities/thammasat-university,38,Independent and reliable; documents progress clearly.,Works best with clear acceptance criteria and shared task board.,Business case discussion,Data Engineer / AI Engineer,38000,Mock salary expectation for workshop scenario; not official salary data.,Customer or student analytics,"Kawin Chaiyaporn is suitable for a mock discussion about data engineer / ai engineer, with behavior focus on: independent and reliable.",Student mock profile - Kawin Chaiyaporn,"Kawin Chaiyaporn is a Undergraduate student in Engineering under Faculty of Engineering at Rangsit campus. The current academic status is Active, year of study is 1, GPA is 3.42, and credits earned are 33. The student behavior profile is: Independent and reliable; documents progress clearly. The teamwork style is: Works best with clear acceptance criteria and shared task board. Learning preference is Business case discussion. Career interest is Data Engineer / AI Engineer. Expected salary is 38,000 THB. Internship interest is Customer or student analytics. This is synthetic workshop-safe data prepared for RAG demo, student analytics, profile search, and question answering.",Engineering; Faculty of Engineering; STEM; Rangsit; Data Engineer / AI Engineer; Customer or student analytics; Business case discussion,What is Kawin Chaiyaporn's career interest and expected salary?,"Kawin Chaiyaporn's career interest is Data Engineer / AI Engineer and the mock expected salary is 38,000 THB."
student,SK0039,2026-06-28,TU202200039,8-2443-48841-07-9,benjawan.charoen39@student.tu.ac.th,087-133-6583,Benjawan Charoen,Undergraduate,Faculty of Science and Technology,TU-SCI-UG,Computer Science / Data Science,STEM,Rangsit,2,International Admission,Active,3.16,127,False,,,,,,,,,,,synthetic_public_training_extract,,,"Use for batch ingestion, quality summary, deduplication, modeling, RAG, and student analytics.",https://www.topuniversities.com/universities/thammasat-university,39,Presentation-friendly; turns findings into a clear story.,Good bridge between business questions and technical work.,Peer review and feedback,Data Engineer / AI Engineer,41500,Mock salary expectation for workshop scenario; not official salary data.,Banking data platform,"Benjawan Charoen is suitable for a mock discussion about data engineer / ai engineer, with behavior focus on: presentation-friendly.",Student mock profile - Benjawan Charoen,"Benjawan Charoen is a Undergraduate student in Computer Science / Data Science under Faculty of Science and Technology at Rangsit campus. The current academic status is Active, year of study is 2, GPA is 3.16, and credits earned are 127. The student behavior profile is: Presentation-friendly; turns findings into a clear story. The teamwork style is: Good bridge between business questions and technical work. Learning preference is Peer review and feedback. Career interest is Data Engineer / AI Engineer. Expected salary is 41,500 THB. Internship interest is Banking data platform. This is synthetic workshop-safe data prepared for RAG demo, student analytics, profile search, and question answering.",Computer Science / Data Science; Faculty of Science and Technology; STEM; Rangsit; Data Engineer / AI Engineer; Banking data platform; Peer review and feedback,What is Benjawan Charoen's career interest and expected salary?,"Benjawan Charoen's career interest is Data Engineer / AI Engineer and the mock expected salary is 41,500 THB."
student,SK0040,2026-06-28,TU202300040,1-2480-56760-20-1,supakorn.lertchai40@student.tu.ac.th,080-180-7880,Supakorn Lertchai,Undergraduate,Faculty of Journalism and Mass Communication,TU-JC-UG,Media and Digital Communication,Communication,Rangsit,4,TCAS Admission,Active,3.39,25,False,,,,,,,,,,,synthetic_public_training_extract,,,"Use for batch ingestion, quality summary, deduplication, modeling, RAG, and student analytics.",https://www.topuniversities.com/universities/thammasat-university,40,Problem-solving oriented; stays calm when data is incomplete.,Comfortable presenting findings and explaining trade-offs.,Step-by-step implementation,Digital Analytics / Product Analyst,32500,Mock salary expectation for workshop scenario; not official salary data.,AI application prototype,"Supakorn Lertchai is suitable for a mock discussion about digital analytics / product analyst, with behavior focus on: problem-solving oriented.",Student mock profile - Supakorn Lertchai,"Supakorn Lertchai is a Undergraduate student in Media and Digital Communication under Faculty of Journalism and Mass Communication at Rangsit campus. The current academic status is Active, year of study is 4, GPA is 3.39, and credits earned are 25. The student behavior profile is: Problem-solving oriented; stays calm when data is incomplete. The teamwork style is: Comfortable presenting findings and explaining trade-offs. Learning preference is Step-by-step implementation. Career interest is Digital Analytics / Product Analyst. Expected salary is 32,500 THB. Internship interest is AI application prototype. This is synthetic workshop-safe data prepared for RAG demo, student analytics, profile search, and question answering.",Media and Digital Communication; Faculty of Journalism and Mass Communication; Communication; Rangsit; Digital Analytics / Product Analyst; AI application prototype; Step-by-step implementation,What is Supakorn Lertchai's career interest and expected salary?,"Supakorn Lertchai's career interest is Digital Analytics / Product Analyst and the mock expected salary is 32,500 THB."
student,SK0041,2026-06-28,TU202400041,2-2517-64679-33-1,sarin.sangthong41@student.tu.ac.th,083-227-9177,Sarin Sangthong,Undergraduate,Faculty of Engineering,TU-ENG-UG,Engineering,STEM,Rangsit,2,TCAS Admission,Active,3.06,57,False,,,,,,,,,,,synthetic_public_training_extract,,,"Use for batch ingestion, quality summary, deduplication, modeling, RAG, and student analytics.",https://www.topuniversities.com/universities/thammasat-university,41,Analytical and structured; validates assumptions before deciding.,"Prefers prototype-first learning, then improves the design.",Visual dashboard and demo,Data Engineer / AI Engineer,39000,Mock salary expectation for workshop scenario; not official salary data.,Business intelligence dashboard,"Sarin Sangthong is suitable for a mock discussion about data engineer / ai engineer, with behavior focus on: analytical and structured.",Student mock profile - Sarin Sangthong,"Sarin Sangthong is a Undergraduate student in Engineering under Faculty of Engineering at Rangsit campus. The current academic status is Active, year of study is 2, GPA is 3.06, and credits earned are 57. The student behavior profile is: Analytical and structured; validates assumptions before deciding. The teamwork style is: Prefers prototype-first learning, then improves the design. Learning preference is Visual dashboard and demo. Career interest is Data Engineer / AI Engineer. Expected salary is 39,000 THB. Internship interest is Business intelligence dashboard. This is synthetic workshop-safe data prepared for RAG demo, student analytics, profile search, and question answering.",Engineering; Faculty of Engineering; STEM; Rangsit; Data Engineer / AI Engineer; Business intelligence dashboard; Visual dashboard and demo,What is Sarin Sangthong's career interest and expected salary?,"Sarin Sangthong's career interest is Data Engineer / AI Engineer and the mock expected salary is 39,000 THB."
student,SK0042,2026-06-28,TU202300042,3-2554-72598-46-1,ekkarat.poomjai42@student.tu.ac.th,086-274-1474,Ekkarat Poomjai,Undergraduate,Faculty of Science and Technology,TU-SCI-UG,Computer Science / Data Science,STEM,Rangsit,2,Graduate Admission,Active,3.16,66,False,,,,,,,,,,,synthetic_public_training_extract,,,"Use for batch ingestion, quality summary, deduplication, modeling, RAG, and student analytics.",https://www.topuniversities.com/universities/thammasat-university,42,Collaborative and supportive; helps teammates organize work.,"Strong at documentation, meeting notes, and decision tracking.",Experiment-based learning,Data Engineer / AI Engineer,36500,Mock salary expectation for workshop scenario; not official salary data.,Data governance and quality,"Ekkarat Poomjai is suitable for a mock discussion about data engineer / ai engineer, with behavior focus on: collaborative and supportive.",Student mock profile - Ekkarat Poomjai,"Ekkarat Poomjai is a Undergraduate student in Computer Science / Data Science under Faculty of Science and Technology at Rangsit campus. The current academic status is Active, year of study is 2, GPA is 3.16, and credits earned are 66. The student behavior profile is: Collaborative and supportive; helps teammates organize work. The teamwork style is: Strong at documentation, meeting notes, and decision tracking. Learning preference is Experiment-based learning. Career interest is Data Engineer / AI Engineer. Expected salary is 36,500 THB. Internship interest is Data governance and quality. This is synthetic workshop-safe data prepared for RAG demo, student analytics, profile search, and question answering.",Computer Science / Data Science; Faculty of Science and Technology; STEM; Rangsit; Data Engineer / AI Engineer; Data governance and quality; Experiment-based learning,What is Ekkarat Poomjai's career interest and expected salary?,"Ekkarat Poomjai's career interest is Data Engineer / AI Engineer and the mock expected salary is 36,500 THB."
student,SK0043,2026-06-28,TU202200043,4-2591-80517-59-1,kawin.prasert43@student.tu.ac.th,089-321-2771,Kawin Prasert,Postgraduate,Faculty of Public Health,TU-PH-PG,Global Health,Health,Rangsit,2,TCAS Quota,Active,2.5,16,False,,,,,,,,,,,synthetic_public_training_extract,,,"Use for batch ingestion, quality summary, deduplication, modeling, RAG, and student analytics.",https://www.topuniversities.com/universities/thammasat-university,43,Curious and experimental; likes to test different solution ideas.,"Good at QA review, output checking, and peer feedback.",Documentation and checklist,Health Data Analyst,34000,Mock salary expectation for workshop scenario; not official salary data.,Cloud data engineering,"Kawin Prasert is suitable for a mock discussion about health data analyst, with behavior focus on: curious and experimental.",Student mock profile - Kawin Prasert,"Kawin Prasert is a Postgraduate student in Global Health under Faculty of Public Health at Rangsit campus. The current academic status is Active, year of study is 2, GPA is 2.50, and credits earned are 16. The student behavior profile is: Curious and experimental; likes to test different solution ideas. The teamwork style is: Good at QA review, output checking, and peer feedback. Learning preference is Documentation and checklist. Career interest is Health Data Analyst. Expected salary is 34,000 THB. Internship interest is Cloud data engineering. This is synthetic workshop-safe data prepared for RAG demo, student analytics, profile search, and question answering.",Global Health; Faculty of Public Health; Health; Rangsit; Health Data Analyst; Cloud data engineering; Documentation and checklist,What is Kawin Prasert's career interest and expected salary?,"Kawin Prasert's career interest is Health Data Analyst and the mock expected salary is 34,000 THB."
student,SK0044,2026-06-28,TU202400044,5-2628-88436-72-1,yada.sangthong44@student.tu.ac.th,082-368-4068,Yada Sangthong,Postgraduate,Faculty of Public Health,TU-PH-PG,Global Health,Health,Rangsit,2,TCAS Quota,Active,3.9,37,False,,,,,,,,,,,synthetic_public_training_extract,,,"Use for batch ingestion, quality summary, deduplication, modeling, RAG, and student analytics.",https://www.topuniversities.com/universities/thammasat-university,44,Detail-oriented; checks edge cases and reconciles numbers.,Good at dividing tasks and helping others unblock issues.,Hands-on coding and debugging,Health Data Analyst,40500,Mock salary expectation for workshop scenario; not official salary data.,Analytics product development,"Yada Sangthong is suitable for a mock discussion about health data analyst, with behavior focus on: detail-oriented.",Student mock profile - Yada Sangthong,"Yada Sangthong is a Postgraduate student in Global Health under Faculty of Public Health at Rangsit campus. The current academic status is Active, year of study is 2, GPA is 3.90, and credits earned are 37. The student behavior profile is: Detail-oriented; checks edge cases and reconciles numbers. The teamwork style is: Good at dividing tasks and helping others unblock issues. Learning preference is Hands-on coding and debugging. Career interest is Health Data Analyst. Expected salary is 40,500 THB. Internship interest is Analytics product development. This is synthetic workshop-safe data prepared for RAG demo, student analytics, profile search, and question answering.",Global Health; Faculty of Public Health; Health; Rangsit; Health Data Analyst; Analytics product development; Hands-on coding and debugging,What is Yada Sangthong's career interest and expected salary?,"Yada Sangthong's career interest is Health Data Analyst and the mock expected salary is 40,500 THB."
student,SK0045,2026-06-28,TU202300045,6-2665-96355-85-1,metha.la-or45@student.tu.ac.th,085-415-5365,Metha La-or,Undergraduate,Faculty of Science and Technology,TU-SCI-UG,Computer Science / Data Science,STEM,Rangsit,2,TCAS Admission,Active,3.02,131,False,,,,,,,,,,,synthetic_public_training_extract,,,"Use for batch ingestion, quality summary, deduplication, modeling, RAG, and student analytics.",https://www.topuniversities.com/universities/thammasat-university,45,Business-focused; explains technical output in simple language.,Learns quickly through examples and short team discussions.,Architecture diagram and walkthrough,Data Engineer / AI Engineer,40500,Mock salary expectation for workshop scenario; not official salary data.,University data service,"Metha La-or is suitable for a mock discussion about data engineer / ai engineer, with behavior focus on: business-focused.",Student mock profile - Metha La-or,"Metha La-or is a Undergraduate student in Computer Science / Data Science under Faculty of Science and Technology at Rangsit campus. The current academic status is Active, year of study is 2, GPA is 3.02, and credits earned are 131. The student behavior profile is: Business-focused; explains technical output in simple language. The teamwork style is: Learns quickly through examples and short team discussions. Learning preference is Architecture diagram and walkthrough. Career interest is Data Engineer / AI Engineer. Expected salary is 40,500 THB. Internship interest is University data service. This is synthetic workshop-safe data prepared for RAG demo, student analytics, profile search, and question answering.",Computer Science / Data Science; Faculty of Science and Technology; STEM; Rangsit; Data Engineer / AI Engineer; University data service; Architecture diagram and walkthrough,What is Metha La-or's career interest and expected salary?,"Metha La-or's career interest is Data Engineer / AI Engineer and the mock expected salary is 40,500 THB."
